,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,Latitude,Longitude,city,zipcode,category1,category2,category3,CensusTract
5928,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 33.9969603594416, 'longitude': -118.431560132016}",(310) 391-4222,9577.584607085852,hatchet-hall-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/Zlvudw5X0rwXu6j5ej6ykw/o.jpg,False,"{'address1': '12517 W Washington Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['12517 W Washington Blvd', 'Los Angeles, CA 90066']}",Hatchet Hall,13103914222.0,$$$,4.0,487,['restaurant_reservation'],https://www.yelp.com/biz/hatchet-hall-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.43156013201599,33.9969603594416,Los Angeles,90066,Cocktail Bars,American (Traditional),Wine Bars,6037702803
5931,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.0642722, 'longitude': -118.4690313}",(310) 471-9700,6596.998589447648,lemonade-los-angeles-6,https://s3-media1.fl.yelpcdn.com/bphoto/IEY7Sl9C8wHww-mpRYcZBw/o.jpg,False,"{'address1': '145 S Barrington Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90049', 'country': 'US', 'state': 'CA', 'display_address': ['145 S Barrington Ave', 'Los Angeles, CA 90049']}",Lemonade,13104719700.0,$$,4.0,402,[],https://www.yelp.com/biz/lemonade-los-angeles-6?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.4690313,34.0642722,Los Angeles,90049,American (New),Sandwiches,,6037264102
5933,"[{'alias': 'persian', 'title': 'Persian/Iranian'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]","{'latitude': 34.0476493835449, 'longitude': -118.435424804688}",(310) 470-0022,8722.645953413647,taste-of-tehran-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/lcEXz7yJWCw3-aK9Rsp1lA/o.jpg,False,"{'address1': '1915 Westwood Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['1915 Westwood Blvd', 'Los Angeles, CA 90025']}",Taste of Tehran,13104700022.0,$$,4.5,655,['pickup'],https://www.yelp.com/biz/taste-of-tehran-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.435424804688,34.0476493835449,Los Angeles,90025,Persian/Iranian,Middle Eastern,,6037267200
5934,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.04578, 'longitude': -118.44813}",(310) 479-5081,7525.0618749551395,ninas-mexican-food-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/fmlO3SIJgbgGQE-3UdRd1g/o.jpg,False,"{'address1': '1651 Sawtelle Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['1651 Sawtelle Blvd', 'Los Angeles, CA 90025']}",Nina's Mexican Food,13104795081.0,$,4.0,249,[],https://www.yelp.com/biz/ninas-mexican-food-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.44813,34.04578,Los Angeles,90025,Mexican,Breakfast & Brunch,,6037267300
5936,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.037634, 'longitude': -118.4405729}",(424) 832-3076,8074.874290997041,popcorn-chicken-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/pPRslGQhf0LHVzvlNLsYvQ/o.jpg,False,"{'address1': '2224 Sawtelle Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90064', 'country': 'US', 'state': 'CA', 'display_address': ['2224 Sawtelle Blvd', 'Los Angeles, CA 90064']}",Popcorn Chicken,14248323076.0,$,3.5,277,"['pickup', 'delivery']",https://www.yelp.com/biz/popcorn-chicken-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.4405729,34.037634000000004,Los Angeles,90064,Taiwanese,Bubble Tea,Coffee & Tea,6037267700
5938,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 34.0599747, 'longitude': -118.4460684}",(310) 209-1055,8216.415475237261,native-foods-cafe-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/ZzkHoT2UR9dPFYIlpjTXVA/o.jpg,False,"{'address1': '1114 Gayley Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90024', 'country': 'US', 'state': 'CA', 'display_address': ['1114 Gayley Ave', 'Los Angeles, CA 90024']}",Native Foods Cafe,13102091055.0,$$,4.0,1239,"['pickup', 'delivery']",https://www.yelp.com/biz/native-foods-cafe-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.44606840000002,34.059974700000005,Los Angeles,90024,Vegan,Vegetarian,American (New),6037265202
5939,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.0327154, 'longitude': -118.4524833}",(310) 477-9011,6891.484095661814,good-stuff-burgers-los-angeles-2,https://s3-media3.fl.yelpcdn.com/bphoto/A82f83p7y66xhH0w2rPQVQ/o.jpg,False,"{'address1': '11903 W Olympic Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90064', 'country': 'US', 'state': 'CA', 'display_address': ['11903 W Olympic Blvd', 'Los Angeles, CA 90064']}",Good Stuff Burgers,13104779011.0,$,4.5,74,['delivery'],https://www.yelp.com/biz/good-stuff-burgers-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.45248329999998,34.0327154,Los Angeles,90064,Salad,Burgers,Sandwiches,6037267600
5941,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'poke', 'title': 'Poke'}, {'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 34.0579568759648, 'longitude': -118.443140499293}",(323) 815-1566,8370.201439383696,poke-me-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/H06xmSpRslU5-DhCS8zPww/o.jpg,False,"{'address1': '1244 Westwood Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90024', 'country': 'US', 'state': 'CA', 'display_address': ['1244 Westwood Blvd', 'Los Angeles, CA 90024']}",Poke Me,13238151566.0,$$,4.5,491,"['pickup', 'delivery']",https://www.yelp.com/biz/poke-me-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.44314049929301,34.0579568759648,Los Angeles,90024,Hawaiian,Poke,Japanese,6037265510
5942,"[{'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 34.034465, 'longitude': -118.455484}",(310) 442-3040,6654.995963607164,garden-cafe-los-angeles-7,https://s3-media3.fl.yelpcdn.com/bphoto/NP_uol5O5h_ohDjj1c3weQ/o.jpg,False,"{'address1': '1990 S Bundy Dr', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['1990 S Bundy Dr', 'Los Angeles, CA 90025']}",Garden Cafe,13104423040.0,$,4.5,18,[],https://www.yelp.com/biz/garden-cafe-los-angeles-7?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.455484,34.034465000000004,Los Angeles,90025,Cafes,,,6037267600
5955,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 33.9962752437368, 'longitude': -118.456555567682}",(310) 907-5075,7540.3885725044165,superba-food-bread-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/zcu8CjgnR2EImcp8K5DC6Q/o.jpg,False,"{'address1': '1900 S Lincoln Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90291', 'country': 'US', 'state': 'CA', 'display_address': ['1900 S Lincoln Blvd', 'Los Angeles, CA 90291']}",Superba Food + Bread,13109075075.0,$$,4.0,660,['pickup'],https://www.yelp.com/biz/superba-food-bread-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.456555567682,33.996275243736804,Los Angeles,90291,American (New),Bakeries,Wine Bars,6037273700
5959,"[{'alias': 'indpak', 'title': 'Indian'}]","{'latitude': 34.050277, 'longitude': -118.460481}",(310) 207-5522,6573.042316952885,indias-oven-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/ac_PkILkwVRfZwd28mlk5w/o.jpg,False,"{'address1': '11645 Wilshire Blvd', 'address2': '', 'address3': '2 Fl', 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['11645 Wilshire Blvd', '2 Fl', 'Los Angeles, CA 90025']}",India's Oven,13102075522.0,$$,4.5,780,"['delivery', 'pickup']",https://www.yelp.com/biz/indias-oven-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.460481,34.050277,Los Angeles,90025,Indian,,,6037264301
5960,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 34.0621806, 'longitude': -118.4439215}",(424) 256-2276,8472.973184317832,ministry-of-coffee-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/hgxivGKxIjth9S90kVs4fg/o.jpg,False,"{'address1': '1010 Glendon Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90024', 'country': 'US', 'state': 'CA', 'display_address': ['1010 Glendon Ave', 'Los Angeles, CA 90024']}",Ministry Of Coffee,14242562276.0,$$,3.5,137,[],https://www.yelp.com/biz/ministry-of-coffee-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.4439215,34.062180600000005,Los Angeles,90024,Coffee & Tea,Breakfast & Brunch,Juice Bars & Smoothies,6037265202
5965,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.0356293790525, 'longitude': -118.536461621728}",,1033.41560326921,beach-side-cafe-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/62yeeQkjHGgclCT1LtlV4w/o.jpg,False,"{'address1': '17000 Pacific Coast Hwy', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90272', 'country': 'US', 'state': 'CA', 'display_address': ['17000 Pacific Coast Hwy', 'Los Angeles, CA 90272']}",Beach Side Cafe,,,2.0,5,[],https://www.yelp.com/biz/beach-side-cafe-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.536461621728,34.0356293790525,Los Angeles,90272,Cafes,Burgers,Sandwiches,6037262704
5966,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}]","{'latitude': 34.0397641, 'longitude': -118.4428327}",(310) 235-2089,7876.944998567667,roc-sawtelle-los-angeles-2,https://s3-media1.fl.yelpcdn.com/bphoto/cshRza5zUFnJKkDLCVDgaA/o.jpg,False,"{'address1': '2049 Sawtelle Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['2049 Sawtelle Blvd', 'Los Angeles, CA 90025']}",ROC Sawtelle,13102352089.0,$$,3.5,1523,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/roc-sawtelle-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.4428327,34.0397641,Los Angeles,90025,Chinese,Taiwanese,,6037267700
5967,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 34.04017, 'longitude': -118.463429}",(310) 826-3865,6010.987177902218,ihop-los-angeles-6,https://s3-media2.fl.yelpcdn.com/bphoto/-kkM7Jvs3Dt7wDIgKZpAow/o.jpg,False,"{'address1': '12115 W Ohio Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['12115 W Ohio Ave', 'Los Angeles, CA 90025']}",IHOP,13108263865.0,$$,4.0,168,[],https://www.yelp.com/biz/ihop-los-angeles-6?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.463429,34.04017,Los Angeles,90025,Breakfast & Brunch,American (Traditional),,6037267502
5968,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.0439999, 'longitude': -118.45439}",(310) 826-0570,6926.305349514467,western-bagel-too-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/ud3VMhHvLj7U_hr_Dnkohg/o.jpg,False,"{'address1': '11628 Santa Monica Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['11628 Santa Monica Blvd', 'Los Angeles, CA 90025']}",Western Bagel Too,13108260570.0,$,4.0,213,[],https://www.yelp.com/biz/western-bagel-too-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.45439,34.0439999,Los Angeles,90025,Bakeries,Breakfast & Brunch,Sandwiches,6037267501
5970,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 33.989363, 'longitude': -118.462597}",(310) 452-6200,7499.9355987619165,lemonade-los-angeles-3,https://s3-media1.fl.yelpcdn.com/bphoto/HiJRrAKx2WUL36xFhX9iiw/o.jpg,False,"{'address1': '1661 Abbot Kinney Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90291', 'country': 'US', 'state': 'CA', 'display_address': ['1661 Abbot Kinney Blvd', 'Los Angeles, CA 90291']}",Lemonade,13104526200.0,$$,4.0,1301,[],https://www.yelp.com/biz/lemonade-los-angeles-3?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.462597,33.989363,Los Angeles,90291,American (New),Salad,,
5974,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 34.0554157, 'longitude': -118.4420081}",(310) 445-9998,8353.984621030306,pomodoro-trattoria-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/5tGyFA8IgGflkFLAHGZo9Q/o.jpg,False,"{'address1': '1393 Westwood Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90024', 'country': 'US', 'state': 'CA', 'display_address': ['1393 Westwood Blvd', 'Los Angeles, CA 90024']}",Pomodoro Trattoria,13104459998.0,$$,4.5,742,['delivery'],https://www.yelp.com/biz/pomodoro-trattoria-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.4420081,34.0554157,Los Angeles,90024,Italian,,,6037265510
5978,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]","{'latitude': 34.0014553103812, 'longitude': -118.468393161893}",,6307.386940133492,new-bootleg-taco-stand-on-venice-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/SitDhLCG98uOCrKycwIBeQ/o.jpg,False,"{'address1': '225 Lincoln Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90291', 'country': 'US', 'state': 'CA', 'display_address': ['225 Lincoln Blvd', 'Los Angeles, CA 90291']}",New Bootleg Taco Stand on Venice,,$,4.5,7,[],https://www.yelp.com/biz/new-bootleg-taco-stand-on-venice-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.468393161893,34.001455310381196,Los Angeles,90291,Tacos,Street Vendors,,6037273200
5979,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 34.04448, 'longitude': -118.46749}",(310) 231-7484,5763.166188796308,literati-cafe-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/YHjUbA16O3nHkypgMc0gBw/o.jpg,False,"{'address1': '12081 Wilshire Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['12081 Wilshire Blvd', 'Los Angeles, CA 90025']}",Literati Cafe,13102317484.0,$$,3.5,1116,['delivery'],https://www.yelp.com/biz/literati-cafe-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.46748999999998,34.04448,Los Angeles,90025,Coffee & Tea,American (Traditional),Cafes,6037264302
5982,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.0430631, 'longitude': -118.4579338}",(310) 473-0622,6570.378744667876,manolys-bakery-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/DrKi33fKH6vZetGhztjgPg/o.jpg,False,"{'address1': '11771 Santa Monica Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['11771 Santa Monica Blvd', 'Los Angeles, CA 90025']}",Manoly's Bakery,13104730622.0,$,4.5,44,"['delivery', 'pickup']",https://www.yelp.com/biz/manolys-bakery-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.4579338,34.0430631,Los Angeles,90025,Juice Bars & Smoothies,Breakfast & Brunch,Mexican,6037267501
5991,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'halal', 'title': 'Halal'}]","{'latitude': 34.0538361065561, 'longitude': -118.440269194543}",(310) 474-8444,8462.328886121455,the-kitchen-at-westwood-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/_H0p0iGzqV_bkxp7Zp3-5Q/o.jpg,False,"{'address1': '1510 Westwood Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90024', 'country': 'US', 'state': 'CA', 'display_address': ['1510 Westwood Blvd', 'Los Angeles, CA 90024']}",The Kitchen At Westwood,13104748444.0,$$,4.5,176,"['delivery', 'pickup']",https://www.yelp.com/biz/the-kitchen-at-westwood-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.44026919454299,34.0538361065561,Los Angeles,90024,Mediterranean,Turkish,Halal,6037265520
5995,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'vegan', 'title': 'Vegan'}]","{'latitude': 34.0476023, 'longitude': -118.4351225}",(310) 446-5241,8729.602418583498,necco-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/LvMiTvAaFwCD7E4lY88lmQ/o.jpg,False,"{'address1': '1929 Westwood Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['1929 Westwood Blvd', 'Los Angeles, CA 90025']}",Necco,13104465241.0,$$,4.5,309,['delivery'],https://www.yelp.com/biz/necco-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.4351225,34.0476023,Los Angeles,90025,Japanese,Tapas/Small Plates,Vegan,6037267200
5997,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.0642662, 'longitude': -118.4690247}",(310) 476-1100,6598.9805449268015,roast-deli-and-market-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/j9Ell35-aX-otIZ2P_i_pQ/o.jpg,False,"{'address1': '147 S Barrington Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90049', 'country': 'US', 'state': 'CA', 'display_address': ['147 S Barrington Ave', 'Los Angeles, CA 90049']}",ROAST Deli & Market,13104761100.0,$$,4.0,232,[],https://www.yelp.com/biz/roast-deli-and-market-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.4690247,34.0642662,Los Angeles,90049,Delis,Meat Shops,Sandwiches,6037264102
6000,"[{'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0301026, 'longitude': -118.4490463}",(310) 479-5444,7235.560447406376,habayit-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/1kylDiwI2fiSNyWblWm7Ag/o.jpg,False,"{'address1': '11921 W Pico Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90064', 'country': 'US', 'state': 'CA', 'display_address': ['11921 W Pico Blvd', 'Los Angeles, CA 90064']}",Habayit,13104795444.0,$$,4.5,160,"['delivery', 'pickup']",https://www.yelp.com/biz/habayit-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.4490463,34.0301026,Los Angeles,90064,Kosher,Mediterranean,Breakfast & Brunch,6037267600
6001,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0483169, 'longitude': -118.4911237}",(310) 393-8185,3912.158665998911,le-pain-quotidien-los-angeles-20,https://s3-media1.fl.yelpcdn.com/bphoto/oloQaRBGhDC2hBb8DEMnJw/o.jpg,False,"{'address1': '13050 San Vicente Blvd', 'address2': 'Ste 114', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90049', 'country': 'US', 'state': 'CA', 'display_address': ['13050 San Vicente Blvd', 'Ste 114', 'Los Angeles, CA 90049']}",Le Pain Quotidien,13103938185.0,$$,3.5,132,"['delivery', 'pickup']",https://www.yelp.com/biz/le-pain-quotidien-los-angeles-20?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.4911237,34.0483169,Los Angeles,90049,Coffee & Tea,Bakeries,Breakfast & Brunch,6037264302
